n_order,payment_total,days_since_last_order
2,474.61,1617
2,400.95,1918
3,179.1,1689
2,438.55,1734
2,671.49,1725
2,80.56,1679
2,206.22,2133
2,487.88,1661
2,365.55,1691
2,163.44,1916
2,235.3,1730
2,413.01,1948
3,243.89000000000001,1614
2,157.93,1772
2,1478.1999999999998,1622
2,230.75,1811
2,2450.1,1904
2,173.41,1626
2,1737.88,1791
2,677.83,1959
2,145.75,1895
2,46.56,1690
2,113.86,1706
2,254.59,1800
2,484.54,1567
2,249.06,2086
2,804.12,1579
2,115.94,1988
2,103.52000000000001,1996
2,37.34,1626
2,1047.15,1650
2,155.0,2113
2,492.74,1817
2,351.15999999999997,1966
2,117.69999999999999,1575
2,314.87,1643
2,329.48,1655
2,463.72,1735
2,396.68,1560
2,112.18,1812
2,100.46000000000001,2114
2,170.34,1818
2,349.49,1775
2,312.22,1743
2,75.31,1712
2,127.88,1740
2,109.13,1662
3,211.82,1669
2,418.93,1745
2,479.08000000000004,1669
3,704.09,1744
2,88.28,1682
2,161.28,1585
2,108.42,2001
2,196.2,1822
2,129.24,1615
2,179.31,1752
2,277.25,1920
2,167.32999999999998,1569
2,137.12,2067
2,234.99,1679
2,308.91999999999996,1553
2,277.97,1929
3,131.31,1706
2,591.98,1616
2,110.28,1568
2,314.49,1707
2,451.34,1954
2,152.32999999999998,2005
2,310.02,1555
2,212.82,1702
2,116.89999999999999,1988
2,192.04000000000002,1575
2,317.29999999999995,1693
2,307.75,1684
2,110.78999999999999,1613
3,234.76,1748
2,812.72,1742
2,176.24,1976
2,358.44,1601
2,260.61,1720
2,324.72,1605
2,204.04999999999998,1587
2,199.38,1643
2,468.39,2040
2,387.53999999999996,2009
2,110.97,1943
2,340.53999999999996,1654
2,167.68,1679
2,123.61000000000001,1581
2,2299.66,1681
2,112.31,1704
2,252.34,1750
2,354.73,1640
2,192.74,1624
2,57.449999999999996,1572
2,566.91,1681
2,385.57,1718
2,338.86,1943
2,185.94,1602
2,132.24,1810
2,271.83000000000004,1740
2,138.28,1566
2,459.05,1871
2,191.81,1652
2,271.09000000000003,1754
2,175.8,2116
2,763.5999999999999,1800
2,318.69,1776
2,192.07,1853
2,387.59000000000003,1986
2,150.57999999999998,1694
2,96.43,1673
2,188.7,1720
2,407.02,1582
2,236.3,1735
2,99.75,1813
2,143.69,1646
2,114.91999999999999,1771
2,181.4,1731
2,314.12,1926
2,148.01,1599
2,474.53999999999996,1661
2,81.34,1880
2,83.03999999999999,1820
2,526.85,2099
2,3559.9900000000002,1923
2,222.91,1696
2,473.05,1622
2,113.95,1546
2,318.41999999999996,1808
2,502.74,1543
2,694.55,1733
2,135.07,1727
2,132.07999999999998,1852
2,77.06,2024
2,222.86,1664
2,373.6,1661
2,118.61000000000001,1762
2,285.23,1808
2,145.42000000000002,1885
